clean_path,degraded_path,degradation_type,parameters_used
synthetic_pairs\clean\00001397_010.png,synthetic_pairs\degraded\00001397_010_deg_3_gaussian_noise.png,gaussian_noise,variance=0.0379
synthetic_pairs\clean\00001397_011.png,synthetic_pairs\degraded\00001397_011_deg_1_poisson_noise.png,poisson_noise,scale=32.4
synthetic_pairs\clean\00001397_011.png,synthetic_pairs\degraded\00001397_011_deg_2_combined.png,combined,"gaussian_blur+gaussian_noise(sigma=1.79,variance=0.0154)"
synthetic_pairs\clean\00001397_011.png,synthetic_pairs\degraded\00001397_011_deg_3_poisson_noise.png,poisson_noise,scale=41.0
synthetic_pairs\clean\00001397_012.png,synthetic_pairs\degraded\00001397_012_deg_1_underexposure.png,underexposure,factor=0.69
synthetic_pairs\clean\00001397_012.png,synthetic_pairs\degraded\00001397_012_deg_2_combined.png,combined,"contrast_compression+poisson_noise(pct=0.31,scale=46.9)"
synthetic_pairs\clean\00001397_012.png,synthetic_pairs\degraded\00001397_012_deg_3_underexposure.png,underexposure,factor=0.59
synthetic_pairs\clean\00001397_013.png,synthetic_pairs\degraded\00001397_013_deg_1_poisson_noise.png,poisson_noise,scale=33.7
synthetic_pairs\clean\00001397_013.png,synthetic_pairs\degraded\00001397_013_deg_2_contrast_compression.png,contrast_compression,pct=0.49
synthetic_pairs\clean\00001397_013.png,synthetic_pairs\degraded\00001397_013_deg_3_poisson_noise.png,poisson_noise,scale=22.1
synthetic_pairs\clean\00001398_000.png,synthetic_pairs\degraded\00001398_000_deg_1_combined.png,combined,"underexposure+gaussian_noise(factor=0.65,variance=0.0419)"
synthetic_pairs\clean\00001398_000.png,synthetic_pairs\degraded\00001398_000_deg_2_poisson_noise.png,poisson_noise,scale=28.8
synthetic_pairs\clean\00001398_000.png,synthetic_pairs\degraded\00001398_000_deg_3_contrast_compression.png,contrast_compression,pct=0.40
synthetic_pairs\clean\00001398_001.png,synthetic_pairs\degraded\00001398_001_deg_1_gaussian_blur.png,gaussian_blur,sigma=2.12
synthetic_pairs\clean\00001398_001.png,synthetic_pairs\degraded\00001398_001_deg_2_poisson_noise.png,poisson_noise,scale=35.9
synthetic_pairs\clean\00001398_001.png,synthetic_pairs\degraded\00001398_001_deg_3_underexposure.png,underexposure,factor=0.63
synthetic_pairs\clean\00001398_002.png,synthetic_pairs\degraded\00001398_002_deg_1_contrast_compression.png,contrast_compression,pct=0.31
synthetic_pairs\clean\00001398_002.png,synthetic_pairs\degraded\00001398_002_deg_2_poisson_noise.png,poisson_noise,scale=41.8
synthetic_pairs\clean\00001398_002.png,synthetic_pairs\degraded\00001398_002_deg_3_gaussian_noise.png,gaussian_noise,variance=0.0287
synthetic_pairs\clean\00001398_003.png,synthetic_pairs\degraded\00001398_003_deg_1_underexposure.png,underexposure,factor=0.50
synthetic_pairs\clean\00001398_003.png,synthetic_pairs\degraded\00001398_003_deg_2_gaussian_blur.png,gaussian_blur,sigma=1.43
synthetic_pairs\clean\00001398_003.png,synthetic_pairs\degraded\00001398_003_deg_3_gaussian_noise.png,gaussian_noise,variance=0.0314
synthetic_pairs\clean\00001398_004.png,synthetic_pairs\degraded\00001398_004_deg_1_gaussian_noise.png,gaussian_noise,variance=0.0313
synthetic_pairs\clean\00001398_004.png,synthetic_pairs\degraded\00001398_004_deg_2_combined.png,combined,"underexposure+gaussian_blur(factor=0.56,sigma=2.48)"
synthetic_pairs\clean\00001398_004.png,synthetic_pairs\degraded\00001398_004_deg_3_underexposure.png,underexposure,factor=0.70
synthetic_pairs\clean\00001399_000.png,synthetic_pairs\degraded\00001399_000_deg_1_gaussian_noise.png,gaussian_noise,variance=0.0378
synthetic_pairs\clean\00001399_000.png,synthetic_pairs\degraded\00001399_000_deg_2_combined.png,combined,"underexposure+gaussian_noise(factor=0.50,variance=0.0057)"
synthetic_pairs\clean\00001399_000.png,synthetic_pairs\degraded\00001399_000_deg_3_poisson_noise.png,poisson_noise,scale=49.5
synthetic_pairs\clean\00001400_000.png,synthetic_pairs\degraded\00001400_000_deg_1_combined.png,combined,"gaussian_blur+underexposure(sigma=1.76,factor=0.54)"
synthetic_pairs\clean\00001400_000.png,synthetic_pairs\degraded\00001400_000_deg_2_gaussian_blur.png,gaussian_blur,sigma=3.46
synthetic_pairs\clean\00001400_000.png,synthetic_pairs\degraded\00001400_000_deg_3_gaussian_noise.png,gaussian_noise,variance=0.0184
synthetic_pairs\clean\00001401_000.png,synthetic_pairs\degraded\00001401_000_deg_1_gaussian_noise.png,gaussian_noise,variance=0.0397
synthetic_pairs\clean\00001401_000.png,synthetic_pairs\degraded\00001401_000_deg_2_combined.png,combined,"contrast_compression+gaussian_blur(pct=0.31,sigma=1.94)"
synthetic_pairs\clean\00001401_000.png,synthetic_pairs\degraded\00001401_000_deg_3_underexposure.png,underexposure,factor=0.44
synthetic_pairs\clean\00001401_001.png,synthetic_pairs\degraded\00001401_001_deg_1_contrast_compression.png,contrast_compression,pct=0.53
synthetic_pairs\clean\00001401_001.png,synthetic_pairs\degraded\00001401_001_deg_2_combined.png,combined,"contrast_compression+underexposure(pct=0.42,factor=0.34)"
synthetic_pairs\clean\00001401_001.png,synthetic_pairs\degraded\00001401_001_deg_3_gaussian_noise.png,gaussian_noise,variance=0.0281
synthetic_pairs\clean\00001401_002.png,synthetic_pairs\degraded\00001401_002_deg_1_gaussian_blur.png,gaussian_blur,sigma=1.86
synthetic_pairs\clean\00001401_002.png,synthetic_pairs\degraded\00001401_002_deg_2_contrast_compression.png,contrast_compression,pct=0.48
synthetic_pairs\clean\00001401_002.png,synthetic_pairs\degraded\00001401_002_deg_3_poisson_noise.png,poisson_noise,scale=41.5
synthetic_pairs\clean\00001402_000.png,synthetic_pairs\degraded\00001402_000_deg_1_poisson_noise.png,poisson_noise,scale=13.1
synthetic_pairs\clean\00001402_000.png,synthetic_pairs\degraded\00001402_000_deg_2_gaussian_blur.png,gaussian_blur,sigma=1.51
synthetic_pairs\clean\00001402_000.png,synthetic_pairs\degraded\00001402_000_deg_3_gaussian_noise.png,gaussian_noise,variance=0.0425
synthetic_pairs\clean\00001403_000.png,synthetic_pairs\degraded\00001403_000_deg_1_underexposure.png,underexposure,factor=0.67
synthetic_pairs\clean\00001403_000.png,synthetic_pairs\degraded\00001403_000_deg_2_contrast_compression.png,contrast_compression,pct=0.30
synthetic_pairs\clean\00001403_000.png,synthetic_pairs\degraded\00001403_000_deg_3_underexposure.png,underexposure,factor=0.67
synthetic_pairs\clean\00001403_001.png,synthetic_pairs\degraded\00001403_001_deg_1_poisson_noise.png,poisson_noise,scale=36.4
synthetic_pairs\clean\00001403_001.png,synthetic_pairs\degraded\00001403_001_deg_2_contrast_compression.png,contrast_compression,pct=0.50
synthetic_pairs\clean\00001403_001.png,synthetic_pairs\degraded\00001403_001_deg_3_underexposure.png,underexposure,factor=0.56
synthetic_pairs\clean\00001403_002.png,synthetic_pairs\degraded\00001403_002_deg_1_underexposure.png,underexposure,factor=0.57
synthetic_pairs\clean\00001403_002.png,synthetic_pairs\degraded\00001403_002_deg_2_gaussian_blur.png,gaussian_blur,sigma=2.24
synthetic_pairs\clean\00001403_002.png,synthetic_pairs\degraded\00001403_002_deg_3_underexposure.png,underexposure,factor=0.56
synthetic_pairs\clean\00001403_003.png,synthetic_pairs\degraded\00001403_003_deg_1_gaussian_noise.png,gaussian_noise,variance=0.0468
synthetic_pairs\clean\00001403_003.png,synthetic_pairs\degraded\00001403_003_deg_2_contrast_compression.png,contrast_compression,pct=0.40
synthetic_pairs\clean\00001403_003.png,synthetic_pairs\degraded\00001403_003_deg_3_underexposure.png,underexposure,factor=0.62
synthetic_pairs\clean\00001404_000.png,synthetic_pairs\degraded\00001404_000_deg_1_contrast_compression.png,contrast_compression,pct=0.31
synthetic_pairs\clean\00001404_000.png,synthetic_pairs\degraded\00001404_000_deg_2_underexposure.png,underexposure,factor=0.31
synthetic_pairs\clean\00001404_000.png,synthetic_pairs\degraded\00001404_000_deg_3_poisson_noise.png,poisson_noise,scale=32.1
synthetic_pairs\clean\00001404_001.png,synthetic_pairs\degraded\00001404_001_deg_1_poisson_noise.png,poisson_noise,scale=45.7
synthetic_pairs\clean\00001404_001.png,synthetic_pairs\degraded\00001404_001_deg_2_contrast_compression.png,contrast_compression,pct=0.42
synthetic_pairs\clean\00001404_001.png,synthetic_pairs\degraded\00001404_001_deg_3_gaussian_noise.png,gaussian_noise,variance=0.0151
synthetic_pairs\clean\00001404_002.png,synthetic_pairs\degraded\00001404_002_deg_1_contrast_compression.png,contrast_compression,pct=0.49
synthetic_pairs\clean\00001404_002.png,synthetic_pairs\degraded\00001404_002_deg_2_poisson_noise.png,poisson_noise,scale=34.5
synthetic_pairs\clean\00001404_002.png,synthetic_pairs\degraded\00001404_002_deg_3_gaussian_noise.png,gaussian_noise,variance=0.0105
synthetic_pairs\clean\00001404_003.png,synthetic_pairs\degraded\00001404_003_deg_1_gaussian_blur.png,gaussian_blur,sigma=2.27
synthetic_pairs\clean\00001404_003.png,synthetic_pairs\degraded\00001404_003_deg_2_combined.png,combined,"underexposure+poisson_noise(factor=0.64,scale=20.8)"
synthetic_pairs\clean\00001404_003.png,synthetic_pairs\degraded\00001404_003_deg_3_poisson_noise.png,poisson_noise,scale=38.8
synthetic_pairs\clean\00001404_004.png,synthetic_pairs\degraded\00001404_004_deg_1_combined.png,combined,"contrast_compression+underexposure(pct=0.47,factor=0.65)"
synthetic_pairs\clean\00001404_004.png,synthetic_pairs\degraded\00001404_004_deg_2_gaussian_noise.png,gaussian_noise,variance=0.0369
synthetic_pairs\clean\00001404_004.png,synthetic_pairs\degraded\00001404_004_deg_3_gaussian_blur.png,gaussian_blur,sigma=0.98
synthetic_pairs\clean\00001404_005.png,synthetic_pairs\degraded\00001404_005_deg_1_gaussian_blur.png,gaussian_blur,sigma=3.35
synthetic_pairs\clean\00001404_005.png,synthetic_pairs\degraded\00001404_005_deg_2_contrast_compression.png,contrast_compression,pct=0.55
synthetic_pairs\clean\00001404_005.png,synthetic_pairs\degraded\00001404_005_deg_3_underexposure.png,underexposure,factor=0.52
synthetic_pairs\clean\00001404_006.png,synthetic_pairs\degraded\00001404_006_deg_1_combined.png,combined,"gaussian_noise+gaussian_blur(variance=0.0430,sigma=1.53)"
synthetic_pairs\clean\00001404_006.png,synthetic_pairs\degraded\00001404_006_deg_2_underexposure.png,underexposure,factor=0.32
synthetic_pairs\clean\00001404_006.png,synthetic_pairs\degraded\00001404_006_deg_3_gaussian_noise.png,gaussian_noise,variance=0.0385
synthetic_pairs\clean\00001404_007.png,synthetic_pairs\degraded\00001404_007_deg_1_combined.png,combined,"gaussian_noise+contrast_compression(variance=0.0311,pct=0.46)"
synthetic_pairs\clean\00001404_007.png,synthetic_pairs\degraded\00001404_007_deg_2_gaussian_blur.png,gaussian_blur,sigma=3.31
synthetic_pairs\clean\00001404_007.png,synthetic_pairs\degraded\00001404_007_deg_3_combined.png,combined,"gaussian_blur+poisson_noise(sigma=1.27,scale=34.4)"
synthetic_pairs\clean\00001404_008.png,synthetic_pairs\degraded\00001404_008_deg_1_gaussian_blur.png,gaussian_blur,sigma=3.19
synthetic_pairs\clean\00001404_008.png,synthetic_pairs\degraded\00001404_008_deg_2_gaussian_noise.png,gaussian_noise,variance=0.0269
synthetic_pairs\clean\00001404_008.png,synthetic_pairs\degraded\00001404_008_deg_3_poisson_noise.png,poisson_noise,scale=44.3
synthetic_pairs\clean\00001405_000.png,synthetic_pairs\degraded\00001405_000_deg_1_underexposure.png,underexposure,factor=0.54
synthetic_pairs\clean\00001405_000.png,synthetic_pairs\degraded\00001405_000_deg_2_combined.png,combined,"poisson_noise+contrast_compression(scale=47.8,pct=0.41)"
synthetic_pairs\clean\00001405_000.png,synthetic_pairs\degraded\00001405_000_deg_3_gaussian_noise.png,gaussian_noise,variance=0.0137
synthetic_pairs\clean\00001406_000.png,synthetic_pairs\degraded\00001406_000_deg_1_gaussian_noise.png,gaussian_noise,variance=0.0248
synthetic_pairs\clean\00001406_000.png,synthetic_pairs\degraded\00001406_000_deg_2_underexposure.png,underexposure,factor=0.47
synthetic_pairs\clean\00001406_000.png,synthetic_pairs\degraded\00001406_000_deg_3_gaussian_blur.png,gaussian_blur,sigma=2.44
synthetic_pairs\clean\00001406_001.png,synthetic_pairs\degraded\00001406_001_deg_1_combined.png,combined,"poisson_noise+underexposure(scale=38.6,factor=0.48)"
synthetic_pairs\clean\00001406_001.png,synthetic_pairs\degraded\00001406_001_deg_2_gaussian_blur.png,gaussian_blur,sigma=2.06
synthetic_pairs\clean\00001406_001.png,synthetic_pairs\degraded\00001406_001_deg_3_gaussian_noise.png,gaussian_noise,variance=0.0264
synthetic_pairs\clean\00001407_000.png,synthetic_pairs\degraded\00001407_000_deg_1_contrast_compression.png,contrast_compression,pct=0.40
synthetic_pairs\clean\00001407_000.png,synthetic_pairs\degraded\00001407_000_deg_2_gaussian_blur.png,gaussian_blur,sigma=2.11
synthetic_pairs\clean\00001407_000.png,synthetic_pairs\degraded\00001407_000_deg_3_gaussian_noise.png,gaussian_noise,variance=0.0312
synthetic_pairs\clean\00001408_000.png,synthetic_pairs\degraded\00001408_000_deg_1_poisson_noise.png,poisson_noise,scale=40.8
synthetic_pairs\clean\00001408_000.png,synthetic_pairs\degraded\00001408_000_deg_2_gaussian_noise.png,gaussian_noise,variance=0.0453
synthetic_pairs\clean\00001408_000.png,synthetic_pairs\degraded\00001408_000_deg_3_combined.png,combined,"gaussian_blur+contrast_compression(sigma=1.86,pct=0.39)"
synthetic_pairs\clean\00001409_000.png,synthetic_pairs\degraded\00001409_000_deg_1_poisson_noise.png,poisson_noise,scale=26.2
synthetic_pairs\clean\00001409_000.png,synthetic_pairs\degraded\00001409_000_deg_2_contrast_compression.png,contrast_compression,pct=0.50
synthetic_pairs\clean\00001409_000.png,synthetic_pairs\degraded\00001409_000_deg_3_gaussian_noise.png,gaussian_noise,variance=0.0060
synthetic_pairs\clean\00001409_001.png,synthetic_pairs\degraded\00001409_001_deg_1_gaussian_noise.png,gaussian_noise,variance=0.0422
synthetic_pairs\clean\00001409_001.png,synthetic_pairs\degraded\00001409_001_deg_2_poisson_noise.png,poisson_noise,scale=31.3
synthetic_pairs\clean\00001409_001.png,synthetic_pairs\degraded\00001409_001_deg_3_combined.png,combined,"contrast_compression+poisson_noise(pct=0.47,scale=18.6)"
synthetic_pairs\clean\00001409_002.png,synthetic_pairs\degraded\00001409_002_deg_1_poisson_noise.png,poisson_noise,scale=48.4
synthetic_pairs\clean\00001409_002.png,synthetic_pairs\degraded\00001409_002_deg_2_underexposure.png,underexposure,factor=0.38
synthetic_pairs\clean\00001409_002.png,synthetic_pairs\degraded\00001409_002_deg_3_gaussian_blur.png,gaussian_blur,sigma=1.79
synthetic_pairs\clean\00003923_014.png,synthetic_pairs\degraded\00003923_014_deg_1_gaussian_noise.png,gaussian_noise,variance=0.0396
synthetic_pairs\clean\00003923_014.png,synthetic_pairs\degraded\00003923_014_deg_2_combined.png,combined,"contrast_compression+gaussian_blur(pct=0.32,sigma=3.01)"
synthetic_pairs\clean\00003923_014.png,synthetic_pairs\degraded\00003923_014_deg_3_gaussian_blur.png,gaussian_blur,sigma=2.88
synthetic_pairs\clean\00003923_015.png,synthetic_pairs\degraded\00003923_015_deg_1_underexposure.png,underexposure,factor=0.66
synthetic_pairs\clean\00003923_015.png,synthetic_pairs\degraded\00003923_015_deg_2_contrast_compression.png,contrast_compression,pct=0.31
synthetic_pairs\clean\00003923_015.png,synthetic_pairs\degraded\00003923_015_deg_3_gaussian_blur.png,gaussian_blur,sigma=2.06
synthetic_pairs\clean\00003923_016.png,synthetic_pairs\degraded\00003923_016_deg_1_contrast_compression.png,contrast_compression,pct=0.41
synthetic_pairs\clean\00003923_016.png,synthetic_pairs\degraded\00003923_016_deg_2_gaussian_noise.png,gaussian_noise,variance=0.0192
synthetic_pairs\clean\00003923_016.png,synthetic_pairs\degraded\00003923_016_deg_3_underexposure.png,underexposure,factor=0.43
synthetic_pairs\clean\00003923_017.png,synthetic_pairs\degraded\00003923_017_deg_1_underexposure.png,underexposure,factor=0.51
synthetic_pairs\clean\00003923_017.png,synthetic_pairs\degraded\00003923_017_deg_2_combined.png,combined,"contrast_compression+gaussian_noise(pct=0.53,variance=0.0415)"
synthetic_pairs\clean\00003923_017.png,synthetic_pairs\degraded\00003923_017_deg_3_poisson_noise.png,poisson_noise,scale=31.9
synthetic_pairs\clean\00003923_018.png,synthetic_pairs\degraded\00003923_018_deg_1_gaussian_noise.png,gaussian_noise,variance=0.0373
synthetic_pairs\clean\00003923_018.png,synthetic_pairs\degraded\00003923_018_deg_2_contrast_compression.png,contrast_compression,pct=0.40
synthetic_pairs\clean\00003923_018.png,synthetic_pairs\degraded\00003923_018_deg_3_poisson_noise.png,poisson_noise,scale=13.3
synthetic_pairs\clean\00003923_019.png,synthetic_pairs\degraded\00003923_019_deg_1_gaussian_blur.png,gaussian_blur,sigma=2.86
synthetic_pairs\clean\00003923_019.png,synthetic_pairs\degraded\00003923_019_deg_2_underexposure.png,underexposure,factor=0.61
synthetic_pairs\clean\00003923_019.png,synthetic_pairs\degraded\00003923_019_deg_3_gaussian_noise.png,gaussian_noise,variance=0.0327
synthetic_pairs\clean\00003924_000.png,synthetic_pairs\degraded\00003924_000_deg_1_combined.png,combined,"poisson_noise+gaussian_blur(scale=31.2,sigma=1.77)"
synthetic_pairs\clean\00003924_000.png,synthetic_pairs\degraded\00003924_000_deg_2_underexposure.png,underexposure,factor=0.33
synthetic_pairs\clean\00003924_000.png,synthetic_pairs\degraded\00003924_000_deg_3_poisson_noise.png,poisson_noise,scale=22.8
synthetic_pairs\clean\00003924_001.png,synthetic_pairs\degraded\00003924_001_deg_1_gaussian_noise.png,gaussian_noise,variance=0.0067
synthetic_pairs\clean\00003924_001.png,synthetic_pairs\degraded\00003924_001_deg_2_underexposure.png,underexposure,factor=0.54
synthetic_pairs\clean\00003924_001.png,synthetic_pairs\degraded\00003924_001_deg_3_poisson_noise.png,poisson_noise,scale=49.4
synthetic_pairs\clean\00003925_000.png,synthetic_pairs\degraded\00003925_000_deg_1_contrast_compression.png,contrast_compression,pct=0.56
synthetic_pairs\clean\00003925_000.png,synthetic_pairs\degraded\00003925_000_deg_2_underexposure.png,underexposure,factor=0.58
synthetic_pairs\clean\00003925_000.png,synthetic_pairs\degraded\00003925_000_deg_3_gaussian_blur.png,gaussian_blur,sigma=2.55
synthetic_pairs\clean\00003926_000.png,synthetic_pairs\degraded\00003926_000_deg_1_poisson_noise.png,poisson_noise,scale=13.0
synthetic_pairs\clean\00003926_000.png,synthetic_pairs\degraded\00003926_000_deg_2_underexposure.png,underexposure,factor=0.44
synthetic_pairs\clean\00003926_000.png,synthetic_pairs\degraded\00003926_000_deg_3_gaussian_blur.png,gaussian_blur,sigma=1.92
synthetic_pairs\clean\00003927_000.png,synthetic_pairs\degraded\00003927_000_deg_1_combined.png,combined,"contrast_compression+underexposure(pct=0.53,factor=0.40)"
synthetic_pairs\clean\00003927_000.png,synthetic_pairs\degraded\00003927_000_deg_2_poisson_noise.png,poisson_noise,scale=27.9
synthetic_pairs\clean\00003927_000.png,synthetic_pairs\degraded\00003927_000_deg_3_gaussian_noise.png,gaussian_noise,variance=0.0273
synthetic_pairs\clean\00003928_000.png,synthetic_pairs\degraded\00003928_000_deg_1_combined.png,combined,"contrast_compression+poisson_noise(pct=0.44,scale=48.2)"
synthetic_pairs\clean\00003928_000.png,synthetic_pairs\degraded\00003928_000_deg_2_underexposure.png,underexposure,factor=0.44
synthetic_pairs\clean\00003928_000.png,synthetic_pairs\degraded\00003928_000_deg_3_contrast_compression.png,contrast_compression,pct=0.52
synthetic_pairs\clean\00003929_000.png,synthetic_pairs\degraded\00003929_000_deg_1_contrast_compression.png,contrast_compression,pct=0.54
synthetic_pairs\clean\00003929_000.png,synthetic_pairs\degraded\00003929_000_deg_2_poisson_noise.png,poisson_noise,scale=40.8
synthetic_pairs\clean\00003929_000.png,synthetic_pairs\degraded\00003929_000_deg_3_combined.png,combined,"gaussian_noise+poisson_noise(variance=0.0125,scale=20.5)"
synthetic_pairs\clean\00003930_000.png,synthetic_pairs\degraded\00003930_000_deg_1_gaussian_blur.png,gaussian_blur,sigma=2.30
synthetic_pairs\clean\00003930_000.png,synthetic_pairs\degraded\00003930_000_deg_2_gaussian_noise.png,gaussian_noise,variance=0.0351
synthetic_pairs\clean\00003930_000.png,synthetic_pairs\degraded\00003930_000_deg_3_combined.png,combined,"contrast_compression+underexposure(pct=0.49,factor=0.53)"
synthetic_pairs\clean\00003931_000.png,synthetic_pairs\degraded\00003931_000_deg_1_combined.png,combined,"poisson_noise+gaussian_noise(scale=38.3,variance=0.0343)"
synthetic_pairs\clean\00003931_000.png,synthetic_pairs\degraded\00003931_000_deg_2_gaussian_noise.png,gaussian_noise,variance=0.0429
synthetic_pairs\clean\00003931_000.png,synthetic_pairs\degraded\00003931_000_deg_3_combined.png,combined,"gaussian_blur+poisson_noise(sigma=1.56,scale=37.2)"
synthetic_pairs\clean\00003932_000.png,synthetic_pairs\degraded\00003932_000_deg_1_combined.png,combined,"poisson_noise+contrast_compression(scale=27.6,pct=0.56)"
synthetic_pairs\clean\00003932_000.png,synthetic_pairs\degraded\00003932_000_deg_2_poisson_noise.png,poisson_noise,scale=27.4
synthetic_pairs\clean\00003932_000.png,synthetic_pairs\degraded\00003932_000_deg_3_underexposure.png,underexposure,factor=0.53
synthetic_pairs\clean\00003932_001.png,synthetic_pairs\degraded\00003932_001_deg_1_poisson_noise.png,poisson_noise,scale=12.4
synthetic_pairs\clean\00003932_001.png,synthetic_pairs\degraded\00003932_001_deg_2_gaussian_noise.png,gaussian_noise,variance=0.0262
synthetic_pairs\clean\00003932_001.png,synthetic_pairs\degraded\00003932_001_deg_3_poisson_noise.png,poisson_noise,scale=42.3
synthetic_pairs\clean\00003932_002.png,synthetic_pairs\degraded\00003932_002_deg_1_underexposure.png,underexposure,factor=0.62
synthetic_pairs\clean\00003932_002.png,synthetic_pairs\degraded\00003932_002_deg_2_poisson_noise.png,poisson_noise,scale=21.9
synthetic_pairs\clean\00003932_002.png,synthetic_pairs\degraded\00003932_002_deg_3_gaussian_blur.png,gaussian_blur,sigma=0.98
synthetic_pairs\clean\00003933_000.png,synthetic_pairs\degraded\00003933_000_deg_1_underexposure.png,underexposure,factor=0.45
synthetic_pairs\clean\00003933_000.png,synthetic_pairs\degraded\00003933_000_deg_2_gaussian_noise.png,gaussian_noise,variance=0.0120
synthetic_pairs\clean\00003933_000.png,synthetic_pairs\degraded\00003933_000_deg_3_poisson_noise.png,poisson_noise,scale=17.1
synthetic_pairs\clean\00003934_000.png,synthetic_pairs\degraded\00003934_000_deg_1_contrast_compression.png,contrast_compression,pct=0.35
synthetic_pairs\clean\00003934_000.png,synthetic_pairs\degraded\00003934_000_deg_2_poisson_noise.png,poisson_noise,scale=18.9
synthetic_pairs\clean\00003934_000.png,synthetic_pairs\degraded\00003934_000_deg_3_gaussian_blur.png,gaussian_blur,sigma=2.18
synthetic_pairs\clean\00003935_000.png,synthetic_pairs\degraded\00003935_000_deg_1_contrast_compression.png,contrast_compression,pct=0.56
synthetic_pairs\clean\00003935_000.png,synthetic_pairs\degraded\00003935_000_deg_2_gaussian_blur.png,gaussian_blur,sigma=2.87
synthetic_pairs\clean\00003935_000.png,synthetic_pairs\degraded\00003935_000_deg_3_gaussian_noise.png,gaussian_noise,variance=0.0276
synthetic_pairs\clean\00003935_001.png,synthetic_pairs\degraded\00003935_001_deg_1_gaussian_blur.png,gaussian_blur,sigma=0.86
synthetic_pairs\clean\00003935_001.png,synthetic_pairs\degraded\00003935_001_deg_2_underexposure.png,underexposure,factor=0.32
synthetic_pairs\clean\00003935_001.png,synthetic_pairs\degraded\00003935_001_deg_3_contrast_compression.png,contrast_compression,pct=0.32
synthetic_pairs\clean\00003936_000.png,synthetic_pairs\degraded\00003936_000_deg_1_contrast_compression.png,contrast_compression,pct=0.40
synthetic_pairs\clean\00003936_000.png,synthetic_pairs\degraded\00003936_000_deg_2_gaussian_noise.png,gaussian_noise,variance=0.0248
synthetic_pairs\clean\00003936_000.png,synthetic_pairs\degraded\00003936_000_deg_3_poisson_noise.png,poisson_noise,scale=28.5
synthetic_pairs\clean\00003937_000.png,synthetic_pairs\degraded\00003937_000_deg_1_combined.png,combined,"contrast_compression+poisson_noise(pct=0.48,scale=25.3)"
synthetic_pairs\clean\00003937_000.png,synthetic_pairs\degraded\00003937_000_deg_2_gaussian_blur.png,gaussian_blur,sigma=3.38
synthetic_pairs\clean\00003937_000.png,synthetic_pairs\degraded\00003937_000_deg_3_combined.png,combined,"gaussian_blur+underexposure(sigma=3.41,factor=0.42)"
synthetic_pairs\clean\00003938_000.png,synthetic_pairs\degraded\00003938_000_deg_1_combined.png,combined,"contrast_compression+underexposure(pct=0.40,factor=0.46)"
synthetic_pairs\clean\00003938_000.png,synthetic_pairs\degraded\00003938_000_deg_2_gaussian_noise.png,gaussian_noise,variance=0.0434
synthetic_pairs\clean\00003938_000.png,synthetic_pairs\degraded\00003938_000_deg_3_underexposure.png,underexposure,factor=0.53
synthetic_pairs\clean\00003938_001.png,synthetic_pairs\degraded\00003938_001_deg_1_gaussian_noise.png,gaussian_noise,variance=0.0470
synthetic_pairs\clean\00003938_001.png,synthetic_pairs\degraded\00003938_001_deg_2_gaussian_blur.png,gaussian_blur,sigma=0.88
synthetic_pairs\clean\00003938_001.png,synthetic_pairs\degraded\00003938_001_deg_3_underexposure.png,underexposure,factor=0.58
synthetic_pairs\clean\00003939_000.png,synthetic_pairs\degraded\00003939_000_deg_1_contrast_compression.png,contrast_compression,pct=0.44
synthetic_pairs\clean\00003939_000.png,synthetic_pairs\degraded\00003939_000_deg_2_underexposure.png,underexposure,factor=0.41
synthetic_pairs\clean\00003939_000.png,synthetic_pairs\degraded\00003939_000_deg_3_poisson_noise.png,poisson_noise,scale=28.5
synthetic_pairs\clean\00003940_000.png,synthetic_pairs\degraded\00003940_000_deg_1_contrast_compression.png,contrast_compression,pct=0.32
synthetic_pairs\clean\00003940_000.png,synthetic_pairs\degraded\00003940_000_deg_2_poisson_noise.png,poisson_noise,scale=24.4
synthetic_pairs\clean\00003940_000.png,synthetic_pairs\degraded\00003940_000_deg_3_underexposure.png,underexposure,factor=0.53
synthetic_pairs\clean\00003940_001.png,synthetic_pairs\degraded\00003940_001_deg_1_contrast_compression.png,contrast_compression,pct=0.35
synthetic_pairs\clean\00003940_001.png,synthetic_pairs\degraded\00003940_001_deg_2_gaussian_blur.png,gaussian_blur,sigma=1.85
synthetic_pairs\clean\00003940_001.png,synthetic_pairs\degraded\00003940_001_deg_3_poisson_noise.png,poisson_noise,scale=36.3
synthetic_pairs\clean\00003940_002.png,synthetic_pairs\degraded\00003940_002_deg_1_gaussian_noise.png,gaussian_noise,variance=0.0088
synthetic_pairs\clean\00003940_002.png,synthetic_pairs\degraded\00003940_002_deg_2_underexposure.png,underexposure,factor=0.54
synthetic_pairs\clean\00003940_002.png,synthetic_pairs\degraded\00003940_002_deg_3_combined.png,combined,"gaussian_blur+contrast_compression(sigma=0.96,pct=0.53)"
synthetic_pairs\clean\00003940_003.png,synthetic_pairs\degraded\00003940_003_deg_1_poisson_noise.png,poisson_noise,scale=21.6
synthetic_pairs\clean\00003940_003.png,synthetic_pairs\degraded\00003940_003_deg_2_combined.png,combined,"underexposure+contrast_compression(factor=0.42,pct=0.47)"
synthetic_pairs\clean\00003940_003.png,synthetic_pairs\degraded\00003940_003_deg_3_gaussian_blur.png,gaussian_blur,sigma=3.06
synthetic_pairs\clean\00003940_004.png,synthetic_pairs\degraded\00003940_004_deg_1_underexposure.png,underexposure,factor=0.53
